Cluster;Star;X;Y;Color;Size;Sphere of Influence;Planet;Type;Hazard;Tectonics;Weather;Thermal;Biohazard;Biological Units;Mineral Value;Axial Tilt;Density;Radius;Gravity;Temp;Day Duration;Atmosphere;DistFromStar
Lipi;Alpha;556.2;864.5;green;dwarf;Kohr-Ah;VIII;Copper;1;1;1;1;1;38;162;25;148;31;45;-189;266;13;7931
Lipi;Beta;550.0;839.5;orange;dwarf;Kohr-Ah;VIII;Gas Giant;8;2;8;1;1;0;0;-1;20;631;126;-227;151;65535;6494
Chamaeleonis;Iota;514.5;687.5;green;dwarf;Kohr-Ah;VIII-a;Radioactive;1;1;1;1;1;0;632;0;191;35;66;-181;21687;0;6617
Lipi;Beta;550.0;839.5;orange;dwarf;Kohr-Ah;VIII-a;Alkali;4;4;1;1;1;0;189;5;98;33;32;-227;281;11;6494
Chamaeleonis;Iota;514.5;687.5;green;dwarf;Kohr-Ah;VIII-b;Opalescent;3;3;1;1;1;0;260;27;63;37;23;-181;211;0;6617
Arianni;Beta;718.7;183.3;yellow;dwarf;Mycon;I;Gas Giant;8;2;8;1;1;0;0;-2;21;303;63;-170;99;65535;2982
Bellatrix;Prime;545.8;191.6;yellow;dwarf;Mycon;I;Radioactive;1;1;1;1;1;0;1560;43;209;31;64;-151;51051;0;2146
Brahe;Gamma;635.4;272.9;white;dwarf;Mycon;I;Shattered;8;8;1;5;1;0;2477;-4;101;94;94;287;282;0;409
Brahe;Beta;639.5;231.2;green;dwarf;Mycon;I;Shattered;8;8;1;3;1;0;1311;-11;104;94;97;100;229;0;409
Brahe;Delta;645.8;275.0;green;dwarf;Mycon;I;Radioactive;2;2;1;1;1;0;1488;9;210;28;58;-52;203;0;1160
Brahe;Zeta;650.0;245.8;red;dwarf;Mycon;I;Ultramarine;3;2;3;1;1;0;263;19;32;28;8;-231;165;83;1978
Brahe;Alpha;620.8;233.3;orange;dwarf;Mycon;I;Noble;1;1;1;1;1;0;200;12;33;37;12;-172;274;0;1393
Brahe;Epsilon;641.6;262.5;orange;dwarf;Mycon;I;Azure;6;4;2;1;6;60;78;-26;59;36;21;-161;192;10;1125
Copernicus;Beta;600.8;263.1;yellow;dwarf;Mycon;I;Shattered;7;7;1;1;1;0;1753;-4;96;91;87;7;207;0;409
Copernicus;Alpha;579.1;262.5;green;dwarf;Mycon;I;Azure;6;6;2;1;1;0;54;-9;62;30;18;-139;261;11;3161
Copernicus;Gamma;562.5;252.0;red;dwarf;Mycon;I;Purple;2;2;1;1;1;0;45;11;58;35;20;-170;57234;0;330
Hyperion;Prime;656.2;127.0;orange;dwarf;Mycon;I;Cimmerian;3;3;1;1;1;0;115;-13;148;29;42;-179;247;0;1588
Kepler;Gamma;602.0;297.9;orange;dwarf;Mycon;I;Rainbow;7;3;3;1;7;144;1011;0;61;92;56;-15;172;13;256
Sagittarii;Delta;656.2;302.0;blue;dwarf;Mycon;I;Fluorescent;4;4;1;1;1;0;1009;-4;152;107;162;-77;13479;0;2284
Sagittarii;Beta;702.0;239.5;yellow;dwarf;Mycon;I;Radioactive;3;1;3;1;2;54;1168;1;205;29;59;34;272;13;412
Sagittarii;Gamma;708.3;277.0;red;dwarf;Mycon;I;Purple;5;5;1;1;1;0;129;10;63;35;22;-241;220;0;3292
Sagittarii;Alpha;683.3;200.0;blue;dwarf;Mycon;I;Radioactive;6;3;4;6;1;0;248;-12;201;25;50;400;271;96;438
Scorpii;Gamma;647.9;206.2;green;dwarf;Mycon;I;Shattered;8;8;1;3;1;0;1707;24;102;110;112;100;242;0;409
Scorpii;Epsilon;629.1;220.8;green;dwarf;Mycon;I;Shattered;8;8;1;3;1;0;1311;16;105;75;78;100;191;0;409
Scorpii;Alpha;646.7;187.8;blue;dwarf;Mycon;I;Treasure;3;3;2;1;1;16;1098;35;199;29;57;36;232;11;1092
Scorpii;Zeta;650.0;220.8;blue;dwarf;Mycon;I;Magnetic;6;6;1;1;1;0;446;10;149;89;132;17;205;0;1055
Scorpii;Beta;650.0;191.6;white;dwarf;Mycon;I;Halide;6;3;4;6;1;0;250;-14;63;31;19;454;159;109;523
Scorpii;Delta;603.6;203.5;blue;dwarf;Mycon;I;Green;4;4;3;1;2;61;275;-11;98;30;29;-56;155;89;1880
Sculptoris;Alpha;604.1;156.2;blue;dwarf;Mycon;I;Noble;3;2;3;2;1;0;275;29;34;26;8;99;259;11;720
Sculptoris;Epsilon;570.8;152.0;orange;dwarf;Mycon;I;Green;5;5;3;1;1;9;100;-31;105;30;31;-158;284;112;1068
Sculptoris;Gamma;608.3;162.5;green;dwarf;Mycon;I;Pellucid;3;3;1;1;1;0;150;-3;59;25;14;-127;219;0;2648
Arianni;Beta;718.7;183.3;yellow;dwarf;Mycon;I-a;Opalescent;4;4;1;1;1;0;223;-33;58;32;18;-170;293;0;2982
Copernicus;Beta;600.8;263.1;yellow;dwarf;Mycon;I-a;Infrared;6;3;6;2;1;0;177;-13;97;35;33;98;161;212;409
Scorpii;Gamma;647.9;206.2;green;dwarf;Mycon;I-a;Lanthanide;7;7;4;6;1;0;510;5;147;31;45;374;212;97;409
Scorpii;Zeta;650.0;220.8;blue;dwarf;Mycon;I-a;Green;7;3;7;3;1;0;425;6;102;27;27;131;205;3652;1055
Scorpii;Epsilon;629.1;220.8;green;dwarf;Mycon;I-a;Azure;7;3;6;6;1;0;186;1;58;36;20;504;270;204;409
Arianni;Beta;718.7;183.3;yellow;dwarf;Mycon;I-b;Noble;2;2;1;1;1;0;110;26;32;25;8;-170;287;0;2982
Copernicus;Beta;600.8;263.1;yellow;dwarf;Mycon;I-b;Crimson;8;2;8;3;1;0;183;-3;98;36;35;118;162;3208;409
Scorpii;Epsilon;629.1;220.8;green;dwarf;Mycon;I-b;Quasi-Degenerate;5;5;1;3;1;0;0;15;144;25;36;100;34652;0;409
Arianni;Beta;718.7;183.3;yellow;dwarf;Mycon;II;Radioactive;1;1;1;1;1;0;1160;-7;192;32;61;-209;230;0;7665
Bellatrix;Prime;545.8;191.6;yellow;dwarf;Mycon;II;Halide;1;1;1;1;1;0;374;40;60;33;19;-163;153;0;2633
Brahe;Gamma;635.4;272.9;white;dwarf;Mycon;II;Plutonic;5;5;2;1;1;0;1142;-25;156;109;170;-143;14057;85;7524
Brahe;Delta;645.8;275.0;green;dwarf;Mycon;II;Auric;2;1;2;1;1;0;1056;3;148;27;39;-105;184;13;2007
Brahe;Beta;639.5;231.2;green;dwarf;Mycon;II;Selenic;2;2;1;1;1;0;126;1;59;29;17;-142;15591;0;3259
Brahe;Alpha;620.8;233.3;orange;dwarf;Mycon;II;Urea;6;6;3;1;1;74;30;21;63;32;20;-191;196;105;2086
Brahe;Epsilon;641.6;262.5;orange;dwarf;Mycon;II;Gas Giant;8;1;8;1;1;0;0;0;20;1457;291;-192;95;65535;2163
Brahe;Zeta;650.0;245.8;red;dwarf;Mycon;II;Gas Giant;8;1;8;1;1;0;0;18;21;581;122;-251;102;65535;6988
Copernicus;Gamma;562.5;252.0;red;dwarf;Mycon;II;Ultramarine;4;2;4;1;1;0;144;5;32;36;11;-214;196;77;994
Copernicus;Beta;600.8;263.1;yellow;dwarf;Mycon;II;Gas Giant;8;2;8;1;1;0;0;21;20;778;155;-151;128;65535;2138
Hyperion;Prime;656.2;127.0;orange;dwarf;Mycon;II;Gas Giant;8;1;8;1;1;0;0;-4;20;1464;292;-221;115;65535;5130
Sagittarii;Delta;656.2;302.0;blue;dwarf;Mycon;II;Metal;4;4;2;1;3;87;1071;29;147;29;42;-158;161;92;6662
Sagittarii;Alpha;683.3;200.0;blue;dwarf;Mycon;II;Alkali;5;5;2;1;2;64;129;-8;96;33;31;-68;168;11;2103
Sagittarii;Beta;702.0;239.5;yellow;dwarf;Mycon;II;Pellucid;1;1;1;1;1;0;0;24;61;26;15;-127;224;0;1491
Sagittarii;Gamma;708.3;277.0;red;dwarf;Mycon;II;Gas Giant;8;2;8;1;1;0;0;-17;20;1425;285;-247;91;65535;5049
Scorpii;Delta;603.6;203.5;blue;dwarf;Mycon;II;Primordial;8;8;2;1;1;56;291;5;105;87;91;-149;287;75;5751
Scorpii;Gamma;647.9;206.2;green;dwarf;Mycon;II;Copper;3;3;2;1;1;0;399;-33;152;28;42;-81;167;14;1549
Scorpii;Beta;650.0;191.6;white;dwarf;Mycon;II;Opalescent;3;3;1;2;1;0;248;7;62;34;21;85;199;0;994
Scorpii;Alpha;646.7;187.8;blue;dwarf;Mycon;II;Noble;2;2;1;1;1;0;162;8;33;35;11;-153;261;0;6114
Scorpii;Zeta;650.0;220.8;blue;dwarf;Mycon;II;Noble;2;2;1;1;1;0;136;5;33;27;8;-70;161;0;2140
Scorpii;Epsilon;629.1;220.8;green;dwarf;Mycon;II;Azure;4;4;2;1;1;0;72;-1;63;29;18;-109;233;11;2094
Sculptoris;Alpha;604.1;156.2;blue;dwarf;Mycon;II;Plutonic;4;3;3;1;1;0;1512;-22;148;104;153;-69;168;100;2117
Sculptoris;Epsilon;570.8;152.0;orange;dwarf;Mycon;II;Vinylogous;4;4;1;1;1;0;137;6;104;85;88;-190;192;0;2062
Brahe;Zeta;650.0;245.8;red;dwarf;Mycon;II-a;Noble;2;2;1;1;1;0;196;-13;33;35;11;-251;29332;0;6988
Copernicus;Beta;600.8;263.1;yellow;dwarf;Mycon;II-a;Treasure;1;1;1;1;1;0;966;-3;198;31;61;-151;181;0;2138
Hyperion;Prime;656.2;127.0;orange;dwarf;Mycon;II-a;Alkali;4;4;2;1;1;0;360;5;98;30;29;-221;237;11;5130
Sagittarii;Gamma;708.3;277.0;red;dwarf;Mycon;II-a;Chondrite;6;6;1;1;1;0;104;-24;97;29;28;-247;56177;0;5049
Scorpii;Delta;603.6;203.5;blue;dwarf;Mycon;II-a;Metal;3;3;2;1;1;0;1069;-6;149;36;53;-149;166;111;5751
Sculptoris;Alpha;604.1;156.2;blue;dwarf;Mycon;II-a;Auric;2;2;2;1;1;0;1458;-19;152;25;38;-69;276;14;2117
Brahe;Zeta;650.0;245.8;red;dwarf;Mycon;II-b;Pellucid;2;2;1;1;1;0;200;-13;59;30;17;-251;245;0;6988
Hyperion;Prime;656.2;127.0;orange;dwarf;Mycon;II-b;Selenic;1;1;1;1;1;0;198;-5;63;26;16;-221;154;0;5130
Sagittarii;Gamma;708.3;277.0;red;dwarf;Mycon;II-b;Super-Dense;7;7;3;1;1;0;120;-3;202;29;58;-247;241;95;5049
Sculptoris;Alpha;604.1;156.2;blue;dwarf;Mycon;II-b;Yttric;2;2;2;1;1;0;537;-20;150;26;39;-69;29292;12;2117
Brahe;Zeta;650.0;245.8;red;dwarf;Mycon;II-c;Chondrite;7;7;1;1;1;0;113;-5;99;28;27;-251;232;0;6988
Bellatrix;Prime;545.8;191.6;yellow;dwarf;Mycon;III;Purple;3;3;1;1;1;0;213;-28;58;32;18;-204;270;0;6556
Brahe;Delta;645.8;275.0;green;dwarf;Mycon;III;Auric;2;2;2;1;1;0;1170;-2;153;26;39;-136;220;10;3014
Brahe;Beta;639.5;231.2;green;dwarf;Mycon;III;Chlorine;5;5;1;1;1;0;204;-5;105;80;84;-168;235;0;5070
Brahe;Alpha;620.8;233.3;orange;dwarf;Mycon;III;Super-Dense;6;6;3;1;1;0;207;-7;207;36;74;-210;202;110;3495
Brahe;Epsilon;641.6;262.5;orange;dwarf;Mycon;III;Azure;5;5;2;1;1;0;78;28;63;35;22;-206;239;14;3074
Copernicus;Beta;600.8;263.1;yellow;dwarf;Mycon;III;Treasure;3;3;1;1;1;0;990;-17;194;37;71;-163;264;0;2603
Copernicus;Gamma;562.5;252.0;red;dwarf;Mycon;III;Iodine;5;5;2;1;1;0;28;-25;58;98;56;-232;160;13;2093
Hyperion;Prime;656.2;127.0;orange;dwarf;Mycon;III;Magma;8;8;1;1;1;0;153;-13;154;90;138;-231;285;0;7768
Sagittarii;Gamma;708.3;277.0;red;dwarf;Mycon;III;Metal;5;5;3;1;5;7;1153;14;147;25;36;-248;211;81;5592
Sagittarii;Alpha;683.3;200.0;blue;dwarf;Mycon;III;Telluric;3;2;3;1;1;0;315;2;101;105;106;-134;158;80;4538
Sagittarii;Delta;656.2;302.0;blue;dwarf;Mycon;III;Azure;5;5;1;1;1;0;114;-1;61;26;15;-163;252;15;7285
Sagittarii;Beta;702.0;239.5;yellow;dwarf;Mycon;III;Green;6;6;3;1;5;78;135;-17;104;27;28;-154;26511;91;2244
Scorpii;Beta;650.0;191.6;white;dwarf;Mycon;III;Auric;6;3;2;1;6;36;1206;-35;150;32;48;-46;41181;13;2458
Scorpii;Zeta;650.0;220.8;blue;dwarf;Mycon;III;Telluric;3;2;3;1;2;38;411;-2;105;95;99;-106;284;94;3168
Scorpii;Gamma;647.9;206.2;green;dwarf;Mycon;III;Super-Dense;5;5;2;1;1;0;144;42;192;37;71;-174;271;98;5739
Scorpii;Delta;603.6;203.5;blue;dwarf;Mycon;III;Selenic;2;2;1;1;1;0;42;4;61;32;19;-163;181;0;7306
Scorpii;Epsilon;629.1;220.8;green;dwarf;Mycon;III;Telluric;4;3;3;1;1;0;60;15;105;90;94;-125;258;98;2576
Sculptoris;Alpha;604.1;156.2;blue;dwarf;Mycon;III;Opalescent;3;3;1;1;1;0;249;-8;63;36;22;-89;188;0;2613
Sculptoris;Epsilon;570.8;152.0;orange;dwarf;Mycon;III;Pellucid;2;2;1;1;1;0;100;-10;59;34;20;-204;151;0;2960
Brahe;Beta;639.5;231.2;green;dwarf;Mycon;III-a;Lanthanide;5;5;1;1;1;0;775;25;153;36;55;-168;150;0;5070
Brahe;Beta;639.5;231.2;green;dwarf;Mycon;III-b;Metal;3;2;3;1;1;0;709;6;143;26;37;-168;209;92;5070
Bellatrix;Prime;545.8;191.6;yellow;dwarf;Mycon;IV;Gas Giant;8;3;8;1;1;0;0;15;20;365;73;-206;153;65535;7095
Brahe;Delta;645.8;275.0;green;dwarf;Mycon;IV;Primordial;8;8;3;1;2;8;204;-16;101;86;86;-151;198;112;3794
Brahe;Beta;639.5;231.2;green;dwarf;Mycon;IV;Purple;2;2;1;1;1;0;111;5;63;28;17;-187;186;0;7637
Brahe;Alpha;620.8;233.3;orange;dwarf;Mycon;IV;Gas Giant;8;2;8;1;1;0;0;-9;20;1139;227;-216;83;65535;4223
Brahe;Epsilon;641.6;262.5;orange;dwarf;Mycon;IV;Gas Giant;8;2;8;1;1;0;0;-7;21;1270;266;-230;93;65535;7332
Copernicus;Beta;600.8;263.1;yellow;dwarf;Mycon;IV;Copper;2;2;2;1;1;0;402;-26;149;36;53;-176;33316;12;3367
Copernicus;Gamma;562.5;252.0;red;dwarf;Mycon;IV;Water;4;4;2;1;1;0;222;-12;103;108;111;-239;287;13;3019
Sagittarii;Alpha;683.3;200.0;blue;dwarf;Mycon;IV;Auric;2;1;2;1;1;0;1206;-10;154;36;55;-142;215;13;5156
Sagittarii;Gamma;708.3;277.0;red;dwarf;Mycon;IV;Maroon;1;1;1;1;1;0;164;8;62;109;67;-251;51742;13;7087
Sagittarii;Beta;702.0;239.5;yellow;dwarf;Mycon;IV;Chondrite;8;8;1;1;1;0;63;32;97;27;26;-174;181;0;3251
Scorpii;Epsilon;629.1;220.8;green;dwarf;Mycon;IV;Alkali;4;4;2;1;1;0;57;-21;101;35;35;-172;186;13;5493
Scorpii;Zeta;650.0;220.8;blue;dwarf;Mycon;IV;Gas Giant;8;1;8;1;1;0;0;-19;21;1021;214;-117;90;65535;3602
Scorpii;Beta;650.0;191.6;white;dwarf;Mycon;IV;Gas Giant;8;2;8;1;1;0;0;28;21;1029;216;-91;130;65535;3842
Scorpii;Gamma;647.9;206.2;green;dwarf;Mycon;IV;Gas Giant;8;1;8;1;1;0;0;-2;21;1104;231;-178;80;65535;6201
Sculptoris;Epsilon;570.8;152.0;orange;dwarf;Mycon;IV;Pellucid;3;3;1;1;1;0;100;6;63;37;23;-214;229;0;4002
Sculptoris;Alpha;604.1;156.2;blue;dwarf;Mycon;IV;Gas Giant;8;2;8;1;1;0;0;-14;20;762;152;-122;128;65535;3859
Bellatrix;Prime;545.8;191.6;yellow;dwarf;Mycon;IV-a;Pellucid;3;3;1;1;1;0;0;6;62;29;17;-206;291;0;7095
Brahe;Delta;645.8;275.0;green;dwarf;Mycon;IV-a;Opalescent;4;4;1;1;1;0;273;-5;59;28;16;-151;232;0;3794
Brahe;Epsilon;641.6;262.5;orange;dwarf;Mycon;IV-a;Dust;3;3;1;1;1;0;114;10;59;25;14;-230;194;12;7332
Brahe;Alpha;620.8;233.3;orange;dwarf;Mycon;IV-a;Dust;4;4;2;1;1;0;57;2;63;37;23;-216;173;14;4223
Sagittarii;Gamma;708.3;277.0;red;dwarf;Mycon;IV-a;Metal;5;5;2;1;1;0;1181;-10;153;35;53;-251;232;78;7087
Scorpii;Beta;650.0;191.6;white;dwarf;Mycon;IV-a;Metal;3;2;3;1;1;0;1068;20;157;25;39;-91;199;94;3842
Scorpii;Gamma;647.9;206.2;green;dwarf;Mycon;IV-a;Alkali;4;4;1;1;1;0;231;-19;104;33;34;-178;298;12;6201
Sculptoris;Alpha;604.1;156.2;blue;dwarf;Mycon;IV-a;Green;5;5;3;1;1;0;270;-1;100;37;37;-122;298;86;3859
Bellatrix;Prime;545.8;191.6;yellow;dwarf;Mycon;IV-b;Dust;3;3;1;1;1;0;84;-4;59;26;15;-206;163;10;7095
Brahe;Epsilon;641.6;262.5;orange;dwarf;Mycon;IV-b;Pellucid;3;3;1;1;1;0;0;19;60;33;19;-230;26678;0;7332
Sculptoris;Alpha;604.1;156.2;blue;dwarf;Mycon;IV-b;Green;5;5;3;1;1;0;395;-13;103;37;38;-122;169;101;3859
Sculptoris;Alpha;604.1;156.2;blue;dwarf;Mycon;IV-c;Noble;1;1;1;1;1;0;176;-8;34;27;9;-122;199;0;3859
Brahe;Delta;645.8;275.0;green;dwarf;Mycon;IX;Gas Giant;8;2;8;1;1;0;0;-2;20;543;108;-188;159;65535;7824
Copernicus;Gamma;562.5;252.0;red;dwarf;Mycon;IX;Water;4;4;1;1;1;0;150;40;99;101;99;-252;295;14;7413
Copernicus;Beta;600.8;263.1;yellow;dwarf;Mycon;IX;Gas Giant;8;3;8;1;1;0;0;10;20;559;111;-209;92;65535;7604
Scorpii;Zeta;650.0;220.8;blue;dwarf;Mycon;IX;Fluorescent;4;4;1;1;1;0;967;-28;154;108;166;-167;250;0;7783
Scorpii;Beta;650.0;191.6;white;dwarf;Mycon;IX;Gas Giant;8;2;8;1;1;0;0;-19;21;317;66;-144;121;65535;7553
Brahe;Delta;645.8;275.0;green;dwarf;Mycon;IX-a;Radioactive;3;3;1;1;1;0;1160;17;205;25;51;-188;264;0;7824
Copernicus;Beta;600.8;263.1;yellow;dwarf;Mycon;IX-a;Ultramarine;2;2;2;1;1;0;447;-6;32;36;11;-209;166;111;7604
Scorpii;Zeta;650.0;220.8;blue;dwarf;Mycon;IX-a;Oolite;4;4;2;1;3;189;661;5;149;26;38;-167;245;90;7783
Scorpii;Beta;650.0;191.6;white;dwarf;Mycon;IX-a;Metal;4;4;2;1;1;7;436;23;143;35;50;-144;214;87;7553
Brahe;Delta;645.8;275.0;green;dwarf;Mycon;IX-b;Lanthanide;5;5;1;1;1;0;995;25;145;33;47;-188;55025;0;7824
Copernicus;Beta;600.8;263.1;yellow;dwarf;Mycon;IX-b;Pellucid;2;2;1;1;1;0;0;6;63;33;20;-209;176;0;7604
Scorpii;Beta;650.0;191.6;white;dwarf;Mycon;IX-b;Metal;4;4;2;1;1;0;554;-19;153;30;45;-144;231;88;7553
Brahe;Delta;645.8;275.0;green;dwarf;Mycon;IX-c;Quasi-Degenerate;5;5;1;1;1;0;800;-11;152;34;51;-188;243;0;7824
Brahe;Delta;645.8;275.0;green;dwarf;Mycon;V;Metal;4;3;3;1;1;0;630;-9;151;33;49;-160;279;75;4384
Brahe;Alpha;620.8;233.3;orange;dwarf;Mycon;V;Chlorine;8;8;1;1;1;0;174;-2;96;77;73;-223;265;0;5512
Copernicus;Beta;600.8;263.1;yellow;dwarf;Mycon;V;Xenolithic;3;3;2;1;1;0;426;9;101;82;82;-194;197;14;5074
Copernicus;Gamma;562.5;252.0;red;dwarf;Mycon;V;Dust;2;2;2;1;1;0;105;-13;61;36;21;-242;218;10;3622
Sagittarii;Alpha;683.3;200.0;blue;dwarf;Mycon;V;Metal;5;2;2;1;5;40;1284;-14;156;28;43;-151;256;78;5869
Scorpii;Beta;650.0;191.6;white;dwarf;Mycon;V;Ruby;1;1;1;1;1;0;3650;-34;59;102;60;-113;251;0;4940
Scorpii;Zeta;650.0;220.8;blue;dwarf;Mycon;V;Lanthanide;7;7;1;1;1;0;580;5;148;31;45;-136;256;0;4721
Scorpii;Gamma;647.9;206.2;green;dwarf;Mycon;V;Carbide;3;3;1;1;1;0;93;9;99;26;25;-185;154;0;7314
Scorpii;Epsilon;629.1;220.8;green;dwarf;Mycon;V;Xenolithic;3;3;1;1;1;0;45;14;98;91;89;-187;262;11;7545
Sculptoris;Alpha;604.1;156.2;blue;dwarf;Mycon;V;Green;4;3;3;1;1;20;440;12;100;36;36;-137;199;104;4747
Sculptoris;Epsilon;570.8;152.0;orange;dwarf;Mycon;V;Dust;2;2;2;1;1;0;132;32;62;29;17;-220;174;15;4893
Brahe;Alpha;620.8;233.3;orange;dwarf;Mycon;V-a;Cimmerian;3;3;1;1;1;0;130;27;148;37;54;-223;211;0;5512
Copernicus;Beta;600.8;263.1;yellow;dwarf;Mycon;V-a;Noble;1;1;1;1;1;0;162;25;33;36;11;-194;150;0;5074
Brahe;Delta;645.8;275.0;green;dwarf;Mycon;VI;Auric;3;3;2;1;1;0;282;-29;149;34;50;-168;206;13;5063
Brahe;Alpha;620.8;233.3;orange;dwarf;Mycon;VI;Urea;5;5;2;1;5;52;33;-3;63;25;15;-231;161;93;7798
Copernicus;Beta;600.8;263.1;yellow;dwarf;Mycon;VI;Crimson;3;2;3;1;1;0;149;1;99;32;31;-198;159;84;5545
Copernicus;Gamma;562.5;252.0;red;dwarf;Mycon;VI;Gas Giant;8;1;8;1;1;0;0;22;20;1472;294;-245;112;65535;4272
Sagittarii;Alpha;683.3;200.0;blue;dwarf;Mycon;VI;Ultramarine;2;2;2;1;1;0;235;-22;32;28;8;-168;193;90;7888
Scorpii;Zeta;650.0;220.8;blue;dwarf;Mycon;VI;Halide;1;1;1;1;1;0;254;9;59;33;19;-142;238;0;5176
Scorpii;Beta;650.0;191.6;white;dwarf;Mycon;VI;Alkali;5;3;1;1;5;51;174;2;100;34;34;-124;220;13;5702
Sculptoris;Epsilon;570.8;152.0;orange;dwarf;Mycon;VI;Urea;6;6;2;1;1;0;28;53;61;26;15;-226;156;78;6226
Sculptoris;Alpha;604.1;156.2;blue;dwarf;Mycon;VI;Gas Giant;8;2;8;1;1;0;0;18;21;1392;292;-145;83;65535;5407
Copernicus;Gamma;562.5;252.0;red;dwarf;Mycon;VI-a;Super-Dense;6;6;3;1;1;0;171;34;208;36;74;-245;158;95;4272
Sculptoris;Alpha;604.1;156.2;blue;dwarf;Mycon;VI-a;Lanthanide;7;7;1;1;1;0;780;2;154;37;56;-145;173;0;5407
Copernicus;Gamma;562.5;252.0;red;dwarf;Mycon;VI-b;Chondrite;7;7;1;1;1;0;60;6;100;30;30;-245;245;0;4272
Sculptoris;Alpha;604.1;156.2;blue;dwarf;Mycon;VI-b;Radioactive;2;2;1;1;1;0;768;-19;195;25;48;-145;276;0;5407
Brahe;Delta;645.8;275.0;green;dwarf;Mycon;VII;Gas Giant;8;1;8;1;1;0;0;-8;20;992;198;-173;147;65535;5594
Copernicus;Gamma;562.5;252.0;red;dwarf;Mycon;VII;Purple;5;5;1;1;1;0;207;17;62;29;17;-247;260;0;5231
Copernicus;Beta;600.8;263.1;yellow;dwarf;Mycon;VII;Pellucid;1;1;1;1;1;0;0;3;62;33;20;-202;186;0;6311
Scorpii;Zeta;650.0;220.8;blue;dwarf;Mycon;VII;Cyanic;3;3;1;1;1;0;109;9;32;31;9;-156;294;0;6425
Scorpii;Beta;650.0;191.6;white;dwarf;Mycon;VII;Sapphire;3;3;1;1;1;0;2025;-14;60;77;46;-129;246;0;6132
Sculptoris;Epsilon;570.8;152.0;orange;dwarf;Mycon;VII;Gas Giant;8;1;8;1;1;0;0;-12;20;300;60;-229;91;65535;7283
Scorpii;Beta;650.0;191.6;white;dwarf;Mycon;VII-a;Yttric;2;2;1;1;1;0;829;-25;150;28;42;-129;169;15;6132
Sculptoris;Epsilon;570.8;152.0;orange;dwarf;Mycon;VII-a;Azure;3;3;1;1;1;0;108;0;63;36;22;-229;278;10;7283
Scorpii;Beta;650.0;191.6;white;dwarf;Mycon;VII-b;Yttric;4;4;1;1;1;0;214;-3;146;35;51;-129;266;15;6132
Sculptoris;Epsilon;570.8;152.0;orange;dwarf;Mycon;VII-b;Cimmerian;4;4;1;1;1;0;55;19;146;30;43;-229;194;0;7283
Sculptoris;Epsilon;570.8;152.0;orange;dwarf;Mycon;VII-c;Copper;2;2;1;1;1;0;42;-12;151;35;52;-229;266;12;7283
Brahe;Delta;645.8;275.0;green;dwarf;Mycon;VIII;Gas Giant;8;1;8;1;1;0;0;-7;21;490;102;-182;115;65535;6823
Copernicus;Beta;600.8;263.1;yellow;dwarf;Mycon;VIII;Chlorine;7;7;1;1;1;0;115;32;98;101;98;-206;232;0;6991
Copernicus;Gamma;562.5;252.0;red;dwarf;Mycon;VIII;Gas Giant;8;3;8;1;1;0;0;-31;21;471;98;-250;159;65535;6641
Scorpii;Beta;650.0;191.6;white;dwarf;Mycon;VIII;Fluorescent;4;4;1;1;1;0;1189;-8;157;92;144;-137;150;0;6795
Scorpii;Zeta;650.0;220.8;blue;dwarf;Mycon;VIII;Green;5;5;2;1;5;82;145;7;104;30;31;-162;217;98;7161
Sculptoris;Epsilon;570.8;152.0;orange;dwarf;Mycon;VIII;Radioactive;1;1;1;1;1;0;1128;0;194;36;69;-231;223;0;7903
Brahe;Delta;645.8;275.0;green;dwarf;Mycon;VIII-a;Selenic;3;3;1;1;1;0;93;17;62;30;18;-182;176;0;6823
Copernicus;Gamma;562.5;252.0;red;dwarf;Mycon;VIII-a;Noble;2;2;1;1;1;0;153;3;34;33;11;-250;269;0;6641
Scorpii;Beta;650.0;191.6;white;dwarf;Mycon;VIII-a;Lanthanide;5;5;1;1;1;0;775;25;153;36;55;-137;150;0;6795
Brahe;Delta;645.8;275.0;green;dwarf;Mycon;VIII-b;Ultramarine;7;2;2;1;7;83;312;-12;34;26;8;-182;44356;94;6823
Copernicus;Gamma;562.5;252.0;red;dwarf;Mycon;VIII-b;Urea;6;6;2;1;1;0;39;27;58;26;15;-250;266;95;6641
Scorpii;Beta;650.0;191.6;white;dwarf;Mycon;VIII-b;Urea;7;6;2;1;7;84;62;-13;63;35;22;-137;161;95;6795
Brahe;Delta;645.8;275.0;green;dwarf;Mycon;VIII-c;Metal;3;3;2;1;1;0;503;8;147;25;36;-182;260;80;6823
Copernicus;Gamma;562.5;252.0;red;dwarf;Mycon;VIII-c;Ultramarine;3;3;2;1;1;0;286;-28;34;31;10;-250;51470;83;6641
Brahe;Delta;645.8;275.0;green;dwarf;Mycon;VIII-d;Noble;2;2;1;1;1;0;134;5;32;31;9;-182;216;0;6823
Sol;Prime;175.2;145.0;yellow;dwarf;None;Earth;Water;2;2;2;1;1;0;315;23;100;100;100;22;240;50;512
Sol;Prime;175.2;145.0;yellow;dwarf;None;Earth-b;Selenic;1;1;1;1;1;0;198;0;60;25;15;-18;6960;0;512
Achernar;Prime;537.5;272.9;blue;dwarf;None;I;Selenic;1;1;1;1;1;0;105;23;58;27;15;-147;252;0;5540
